Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-01-22 00:00:00-05:00,0.40140683937107013,0.4479984859058447,0.3560097831322536,0.37631869316101074,271468800,0.0,0.0
1999-01-25 00:00:00-05:00,0.40618524768433417,0.42052120886176547,0.3763187621581641,0.4157428741455078,51048000,0.0,0.0
1999-01-26 00:00:00-05:00,0.4205211594351045,0.42888419439833136,0.37751328095781383,0.38348713517189026,34320000,0.0,0.0
1999-01-27 00:00:00-05:00,0.38468172206749507,0.39423934731886023,0.36317731818089394,0.38229256868362427,24436800,0.0,0.0
1999-01-28 00:00:00-05:00,0.38229259263397014,0.38468174616751954,0.3787078916332117,0.3810980021953583,22752000,0.0,0.0
1999-01-29 00:00:00-05:00,0.38109814635400246,0.3822927372444942,0.36317747831344604,0.36317747831344604,24403200,0.0,0.0
1999-02-01 00:00:00-05:00,0.3631773850732067,0.3727350120849562,0.3631773850732067,0.3703458309173584,15470400,0.0,0.0
1999-02-02 00:00:00-05:00,0.3631772939796596,0.37273491859412833,0.330921633655896,0.3416738212108612,26409600,0.0,0.0
1999-02-03 00:00:00-05:00,0.3368955198478182,0.3536206604336003,0.33450540936460643,0.3488413691520691,7512000,0.0,0.0
1999-02-04 00:00:00-05:00,0.35362067784293577,0.3775133073126038,0.348841386326112,0.36795663833618164,18192000,0.0,0.0
1999-02-05 00:00:00-05:00,0.3739295514057442,0.38229258668718374,0.3643719257042754,0.3787078857421875,13684800,0.0,0.0
1999-02-08 00:00:00-05:00,0.38109805834749644,0.38229264896212284,0.36556750535964966,0.36556750535964966,15408000,0.0,0.0
1999-02-09 00:00:00-05:00,0.37273496080948704,0.37512414164841595,0.34645222158614775,0.35123148560523987,8697600,0.0,0.0
1999-02-10 00:00:00-05:00,0.35123150627672667,0.3607882028512214,0.34167388001726917,0.3476468324661255,14822400,0.0,0.0
1999-02-11 00:00:00-05:00,0.34884145243819936,0.3918493420687497,0.34884145243819936,0.3775133788585663,13224000,0.0,0.0
1999-02-12 00:00:00-05:00,0.3822926069919458,0.4014069023815215,0.3822926069919458,0.39901772141456604,10972800,0.0,0.0
1999-02-16 00:00:00-05:00,0.406185278881322,0.42291135205834557,0.3607882381760256,0.4014069437980652,21100800,0.0,0.0
1999-02-17 00:00:00-05:00,0.39184934763784673,0.39662864012836213,0.3727350487622078,0.37990349531173706,6772800,0.0,0.0
1999-02-18 00:00:00-05:00,0.39184931299267317,0.39662860506062975,0.3751241969984716,0.3858763873577118,7070400,0.0,0.0
1999-02-19 00:00:00-05:00,0.3822926069919458,0.4061852369717571,0.37751331537307703,0.39901772141456604,7536000,0.0,0.0
1999-02-22 00:00:00-05:00,0.406185278881322,0.4109645709933107,0.3799034652228386,0.4014069437980652,20524800,0.0,0.0
1999-02-23 00:00:00-05:00,0.41096450135379475,0.42888420507225744,0.3870709159289069,0.42052116990089417,13809600,0.0,0.0
1999-02-24 00:00:00-05:00,0.4826443561165703,0.5017586808645584,0.44322024101350155,0.4539724588394165,61276800,0.0,0.0
1999-02-25 00:00:00-05:00,0.47308672649890593,0.4874226879079637,0.43246802334030154,0.4396364688873291,14913600,0.0,0.0
1999-02-26 00:00:00-05:00,0.4444147832784581,0.45875074402937616,0.4157428617766221,0.41932663321495056,17260800,0.0,0.0
1999-03-01 00:00:00-05:00,0.43007880147957656,0.43963642718865037,0.4014068813809381,0.42171576619148254,9216000,0.0,0.0
1999-03-02 00:00:00-05:00,0.42052110058854125,0.42291121068809934,0.4109644336166186,0.418131947517395,5524800,0.0,0.0
1999-03-03 00:00:00-05:00,0.42052122355348676,0.42052122355348676,0.3870709653137171,0.38946014642715454,6139200,0.0,0.0
1999-03-04 00:00:00-05:00,0.4085753322785793,0.41096451315580296,0.3775133011945999,0.3810980021953583,5736000,0.0,0.0
1999-03-05 00:00:00-05:00,0.38468174878531164,0.40379607093074993,0.38468174878531164,0.4026014804840088,7876800,0.0,0.0
1999-03-08 00:00:00-05:00,0.39184931279448,0.42052123707282546,0.384681796567416,0.4085753858089447,7588800,0.0,0.0
1999-03-09 00:00:00-05:00,0.40737980614216335,0.42768962063761695,0.40737980614216335,0.42171576619148254,14318400,0.0,0.0
1999-03-10 00:00:00-05:00,0.4276895868401387,0.4276895868401387,0.40857529396105013,0.41454821825027466,23534400,0.0,0.0
1999-03-11 00:00:00-05:00,0.4073798792718093,0.4145483254257468,0.39662861824035645,0.39662861824035645,5428800,0.0,0.0
1999-03-12 00:00:00-05:00,0.3990177458785654,0.3990177458785654,0.38229263043051903,0.38946014642715454,9076800,0.0,0.0
1999-03-15 00:00:00-05:00,0.3990175775685403,0.41096438043777206,0.3966284248065508,0.4061850905418396,10881600,0.0,0.0
1999-03-16 00:00:00-05:00,0.40857529505923446,0.4133536290347231,0.38946007244393155,0.3930438160896301,7915200,0.0,0.0
1999-03-17 00:00:00-05:00,0.3966285228910453,0.4037960376368396,0.38587630741566525,0.3954339325428009,5136000,0.0,0.0
1999-03-18 00:00:00-05:00,0.3966285440109418,0.4061852126184315,0.3870709183748764,0.40021228790283203,4632000,0.0,0.0
1999-03-19 00:00:00-05:00,0.39901776258459776,0.41335372486310007,0.39901776258459776,0.4014069437980652,10531200,0.0,0.0
1999-03-22 00:00:00-05:00,0.40976996323037196,0.4109645537870907,0.38946014642715454,0.38946014642715454,3667200,0.0,0.0
1999-03-23 00:00:00-05:00,0.3918493191917777,0.3918493191917777,0.35839905933050953,0.36556750535964966,16396800,0.0,0.0
1999-03-24 00:00:00-05:00,0.36317747831344604,0.36556758977970416,0.3488415126296395,0.36317747831344604,6086400,0.0,0.0
1999-03-25 00:00:00-05:00,0.3619827837050611,0.3822925988294275,0.36078819324708966,0.36795663833618164,4032000,0.0,0.0
1999-03-26 00:00:00-05:00,0.37273495843506615,0.40140687831468663,0.37273495843506615,0.40021228790283203,8827200,0.0,0.0
1999-03-29 00:00:00-05:00,0.4121590256690979,0.4217157206614862,0.40499060891958644,0.4121590256690979,6595200,0.0,0.0
1999-03-30 00:00:00-05:00,0.413353751726582,0.41693752377968923,0.37512422483350794,0.3775133788585663,6950400,0.0,0.0
1999-03-31 00:00:00-05:00,0.38946002997589524,0.40857525050680993,0.3715403019855766,0.40379598736763,15360000,0.0,0.0
1999-04-01 00:00:00-05:00,0.4037960252563748,0.40618517853593955,0.3846817052730049,0.39184921979904175,3043200,0.0,0.0
1999-04-05 00:00:00-04:00,0.3870710121761389,0.39662864012836213,0.3775133842239156,0.37990349531173706,9864000,0.0,0.0
1999-04-06 00:00:00-04:00,0.38348720233682704,0.38468179292062593,0.3631773850732067,0.3703458309173584,6969600,0.0,0.0
1999-04-07 00:00:00-04:00,0.3727350192410605,0.4037961250115326,0.3703458380275931,0.4014069437980652,8928000,0.0,0.0
1999-04-08 00:00:00-04:00,0.40379612108708324,0.42052123707282546,0.39901775870658873,0.4085753858089447,13012800,0.0,0.0
1999-04-09 00:00:00-04:00,0.4109645709933107,0.4109645709933107,0.39901776258459776,0.4014069437980652,4862400,0.0,0.0
1999-04-12 00:00:00-04:00,0.39662850700528746,0.39662850700528746,0.3775132575166198,0.38468170166015625,3331200,0.0,0.0
1999-04-13 00:00:00-04:00,0.391849334656841,0.391849334656841,0.36317740877880933,0.3691512644290924,3614400,0.0,0.0
1999-04-14 00:00:00-04:00,0.3679566907143203,0.37631879776678034,0.35839906334877014,0.35839906334877014,4828800,0.0,0.0
1999-04-15 00:00:00-04:00,0.36795663833618164,0.36795663833618164,0.35839901233114685,0.36795663833618164,3585600,0.0,0.0
1999-04-16 00:00:00-04:00,0.365567531897806,0.3858764214747919,0.365567531897806,0.37990349531173706,3892800,0.0,0.0
