Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13 00:00:00-05:00,0.05512072147283229,0.06322678304562443,0.05512072147283229,0.0605243481695652,1031788800,0.0,0.0
1986-03-14 00:00:00-05:00,0.06052430860952101,0.06376710403568979,0.06052430860952101,0.0626857578754425,308160000,0.0,0.0
1986-03-17 00:00:00-05:00,0.0626857738070471,0.06430748269593246,0.0626857738070471,0.06376712024211884,133171200,0.0,0.0
1986-03-18 00:00:00-05:00,0.06376713998568122,0.06430750260680175,0.06160506797356216,0.062145430594682693,67766400,0.0,0.0
1986-03-19 00:00:00-05:00,0.062145396372136785,0.06268575869568782,0.060524309401483685,0.061064671725034714,47894400,0.0,0.0
1986-03-20 00:00:00-05:00,0.06106468787517995,0.06106468787517995,0.05890323800932418,0.059443600475788116,58435200,0.0,0.0
1986-03-21 00:00:00-05:00,0.0594436055895191,0.06052433061541808,0.056741793024771635,0.057822518050670624,59990400,0.0,0.0
1986-03-24 00:00:00-05:00,0.057822519479159826,0.057822519479159826,0.05566106937396384,0.05620143190026283,65289600,0.0,0.0
1986-03-25 00:00:00-05:00,0.05620145411427768,0.057282179594039924,0.05566109137439656,0.05728217959403992,32083200,0.0,0.0
1986-03-26 00:00:00-05:00,0.057282155845156994,0.05944360590855556,0.05674179332930736,0.05890324339270592,22752000,0.0,0.0
1986-03-27 00:00:00-05:00,0.05890324735562276,0.05998397246003151,0.05890324735562276,0.05998397246003151,16848000,0.0,0.0
1986-03-31 00:00:00-05:00,0.05998396294225206,0.05998396294225206,0.05836287554286023,0.059443600475788116,12873600,0.0,0.0
1986-04-01 00:00:00-05:00,0.05944360590855556,0.05944360590855556,0.05890324339270592,0.05890324339270592,11088000,0.0,0.0
1986-04-02 00:00:00-05:00,0.05890323800932418,0.06052432540871601,0.05890323800932418,0.059443600475788116,27014400,0.0,0.0
1986-04-03 00:00:00-05:00,0.05998397246003151,0.06160506011664463,0.05998397246003151,0.05998397246003151,23040000,0.0,0.0
1986-04-04 00:00:00-05:00,0.05998397246003151,0.06052433501223588,0.05998397246003151,0.05998397246003151,26582400,0.0,0.0
1986-04-07 00:00:00-05:00,0.0599839684244052,0.06052433094025484,0.05782251836100664,0.05890324339270592,16560000,0.0,0.0
1986-04-08 00:00:00-05:00,0.05890323800932418,0.06052432540871601,0.05890323800932418,0.059443600475788116,10252800,0.0,0.0
1986-04-09 00:00:00-05:00,0.05944362283021862,0.061064710839238485,0.05944362283021862,0.0605243481695652,12153600,0.0,0.0
1986-04-10 00:00:00-05:00,0.060524309401483685,0.06160503404858575,0.05944358475438162,0.061064671725034714,13881600,0.0,0.0
1986-04-11 00:00:00-05:00,0.06160506797356216,0.06322677736456069,0.06160506797356216,0.062145430594682693,17222400,0.0,0.0
